,Crispy Chicken Egg Rolls (2 pieces),Tropical Paradise,Smoked Sausage - By the Link,Beef Sandwich,Rib Ends Starter,Rad Chicken Caesar Wrap,Memphis Rice Bowl,Spicy Southwest Chicken,1 pc Catfish,The Cali Bowl,Rib Ends - Meat By the Pound,Retail Carolina Mustard,Tropical Dream - 250 Cal,Catfish Po'Boy Sandwich,Surf & Turf Bowl,Combo C,Crab & Shrimp Delight,Build Your Own,Crunch Sauce,Fully Loaded Nachos,Teriyaki Brisket Rice Bowl,Soft Drink - Sprite (can),Full Chicken,Side of Carolina Mustard,"Russell Brewing WEST COAST IPA, 6pk - 355ml can beer, (5.5% ABV)",Spicy Chipotle Chicken - 450 Cal,Retail All Purpose Rub,Diet Coca Cola,Mango Key Lime Cheesecake,Retail BBQ Sauce,Santa Fe Salad - 440 Cal,Burgoo,1/2 Slab of Ribs - Meat By the Pound,BBQ Nachos,Hawaiian,Build Your Own - In Store,OREO® Cookies & Cream Cheesecake,Juice,Tuna Tataki Bowl,Bowl + 2 Bao,Soft Drink - Diet Coke (can),Pulled Pork - Meat By the Pound,Rad Cobb Salad - 410 Cal,Marinera,The Sharing Bundle,3-Pack Bao,Shrimp Po'Boy Sandwich,BBQ Poutine,Quarter of a Chicken,Fresh Cut Fries,Smoked Sausage Starter,Retail Brisket and Lamb Rub,Wild Strawberries & Cream Cheesecake,Side of Caster Sauce,Ice Tea (Nestea),Vedge Sandwich,Ice tea (Nestea),Green Goddess Kale Wrap,Jamba Rice,Citrus Glazed Chicken Bowl,Ribs Meal,Priscilla Platter,Ginger Chicken (8-pieces),Coca cola,Seafood Rice Bowl,Smoked Sausage Meal,The Sampler,Maple Dijon,Soup,"Russell Brewing CRAFT LAGER, 355ml beer can , (5% ABV)",Crispy Chicken Egg Rolls (3 pieces),Beef Rib Sandwich,Nutty Banana - 310 Cal,Smashed bacon potato salad,Pulled Pork Meal,Ginger Chicken (30-pieces),Smoked Ham,Energizing Vitamin Waters,Combo B,White Chocolate Raspberry Cheesecake,Fromage,Dulce de Leche Cheesecake,Soda,Vitamin Waters,BBQ Pit Beans,Sliced Beef Brisket Sandwich,Combo Plate Meal,Beef Brisket - Meat By the Pound,Godiva® Double Chocolate Cheesecake,The Maui Bowl,Pecan Pie,"Powell Brewing OLD JALOPY Pale Ale, 4pk - 473 ML can beer (5.5% ABV)",Grilled Cheese,Rib Ends Sandwich,"Powell Brewing DIVE BOMB - OLD JALOPY Variety Pack, 4pk - 473 ML can beer (5.5% ABV)","Powell Brewing DIVE BOMB Smooth Dark Ale, 473 ML can beer (5.0% ABV)",Soft Drink - Coke (can),Onion Rings Starter,Vitamin Water Orange,Berry Burst - 270 Cal,Memphis Feast,Caesar Salad,Fire Dusted Calamari,Side of Alabama White Sauce,Polpettina,Sliced Beef Brisket Meal,Dasani Water,Vitamin water Zero Sugar,Chicken Meal,"Powell Brewing DIVE BOMB Smooth Dark Ale, 4pk - 473 ML can beer (5.0% ABV)",Classic Cheesecake,Regular Build Your Own Poke Bowl,Rib Ends Meal,Smokehouse Chili,Zesty Greek Wrap,Side of Housemade BBQ Sauce,Banana Chocolate Dream,Game Day Special (Memphis Feast + Russel 6pk),Coca Cola Pop,Quarter of Chicken,Side of Mayonnaise,Beef Ribs Meal,Green Powerhouse - 220 Cal,The Party Bundle,Cranberry Quinoa,Smoked Pit Wings Starter,Side of Spicy BBQ Sauce,Build Your Own (Wrap),Cheese,Ginger Chicken (5-pieces),Delivery fee,Grilled Cheese - 380 Cal,2-Meat Sandwich,Vitamin Water Energy,Caramel Bourbon Sauce,"Russell Brewing WEST COAST IPA, 355ml can beer, (5.5% ABV)",2-Pack Bao,Combo A,Test Deliverect 2,Side of Buffalo Sauce,Strawberry Banana,The Veggie Bowl,Zesty Greek Salad - 370 Cal,Soup of The Day,Vitamin Water,"Powell Brewing OLD JALOPY Pale Ale, 473 ML can beer (5.5% ABV)",BBQ Chicken - Meat By the Pound,Beverages,3 Little Pigs Rice Bowl,Crispy Chicken Egg Rolls (10 pieces),Pulled Pork Sandwich,Coca Cola,Bottle Water,1-Pack Bao,Corn Meal Crusted Shrimp,Ginger Chicken (12-pieces),Smoked Sausage Sandwich,Mac & Cheese,Seafood Medley,Pesto Parm,1/2 Chicken Meal,Tataki Wasabi Tuna Oshi,Vitamin Water Zero sugar,Rad Chicken Caesar Salad - 380 Cal,Dasani water bottle,Tataki Spicy Salmon Oshi,Nestea Ice Tea,Peach Crumble,6-Pack Bao,Coleslaw,Bowl + 3 Potstickers,Tennessee Hot Chicken Sandwich,Mushroom,Teriyaki Chicken Bowl,Slaw,Side of Teriyaki Sauce,Spicy Kung Pao Chicken Bowl,The Family Bundle,Corn Bread (5 pcs),Sushi - 2 Roll Combo,Red Velvet Cake Cheesecake,The Spicy Gochu Chicken Bowl,Santa Fe Salad - Wrap,Half Chicken,Calamari Po'Boy Sandwich,Potato Salad,Large Build Your Own Poke Bowl,Kale & Artichoke,Green Goddess Kale Salad - 400 Cal,BBQ Shrimp Starter,Sushi - 3 Roll Combo,American,Rad Cobb Wrap,Cinnabon® Layer Cheesecake,Jambalaya,Catfish Meal,Grilled Chicken,The Signature,Key Lime Pie,extended delivery,Organic Green Salad,"Russell Brewing CRAFT LAGER, 6pk - 355ml beer can , (5% ABV)",Fudge Cake,Pulled Chicken Sandwich,Build Your Own Smoothie,Reese’s® Peanut Butter Cheesecake,Build Your Own Salad,Collard Greens,The Main Bowl,Pepperoni,Capri,Apple wood Smoked Brisket - 520 Cal,Nestea,Vitamin Water Zero,Sweet Shoyu Chicken Bowl,Full Slab of Ribs - Meat By the Pound
Sliced Beef Brisket Sandwich,0,0,6,0,4,0,0,0,1,0,8,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,2,0,0,2,0,0,0,0,5,0,4,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,46,0,7,0,7,13,0,0,14,0,0,2,0,0,0,6,0,0,0,4,3,0,0,8,0,0,0,0,0,0,2,4,0,3,0,0,0,0,2,1,0,0,0,8,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,14,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,3
Combo Plate Meal,0,0,31,0,22,0,0,1,4,0,12,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,1,20,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,9,33,0,0,4,0,0,0,0,12,0,14,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,69,0,18,7,0,10,0,0,46,0,0,3,0,0,0,4,0,0,0,14,9,9,0,8,0,0,0,0,0,0,7,7,0,19,0,0,0,0,0,4,0,0,0,28,8,0,0,0,0,0,6,0,2,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,11,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,6,0,0,0,26,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,4,1,0,0,36,0,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4
Beef Brisket - Meat By the Pound,0,0,112,0,47,0,1,0,14,0,63,0,0,0,0,0,0,0,2,12,0,0,0,32,1,0,0,0,0,6,0,1,109,10,0,0,0,0,0,0,0,90,0,0,0,0,0,25,0,76,69,0,0,4,0,0,0,0,47,0,31,3,0,0,1,2,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,82,0,61,13,10,0,0,0,57,0,0,2,0,0,0,21,0,0,8,24,23,19,0,3,0,0,1,0,0,0,2,8,0,66,0,0,0,0,2,11,0,0,0,68,37,0,0,0,0,0,19,0,15,0,0,0,0,10,0,0,0,0,0,0,33,0,1,0,22,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,64,1,0,0,92,0,0,0,0,0,0,38,0,0,0,11,0,0,0,0,5,0,0,0,55,0,23,1,0,2,0,0,0,16,0,0,0,0,0,0,0,61
Godiva® Double Chocolate Cheesecake,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,3,0,0,0,0
The Maui Bowl,0,0,0,0,0,1,0,0,0,15,0,0,4,0,3,0,2,1,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,2,0,1,2,0,0,13,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,2,3,0,0,0,0,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,4,3,0,0,0
Pecan Pie,0,0,11,0,7,0,0,0,4,0,13,0,0,0,0,0,0,0,0,9,1,0,0,11,0,0,0,0,0,0,0,4,22,3,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,11,29,0,0,2,0,0,0,0,6,0,23,0,0,0,1,1,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,53,0,9,14,46,57,0,0,0,0,0,1,0,0,0,3,0,0,19,9,9,7,0,17,0,0,4,0,0,0,10,6,0,23,0,0,0,0,2,1,0,0,0,14,10,0,0,0,0,0,87,0,7,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,68,0,0,0,1,0,10,0,3,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,14,0,0,0,42,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,1,2,0,0,47,0,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,12
"Powell Brewing OLD JALOPY Pale Ale, 4pk - 473 ML can beer (5.5% ABV)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grilled Cheese,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Rib Ends Sandwich,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Powell Brewing DIVE BOMB - OLD JALOPY Variety Pack, 4pk - 473 ML can beer (5.5% ABV)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Powell Brewing DIVE BOMB Smooth Dark Ale, 473 ML can beer (5.0% ABV)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soft Drink - Coke (can),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Onion Rings Starter,0,0,4,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2,6,4,21,0,0,3,0,0,1,0,0,0,0,0,0,3,5,1,0,0,1,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,9,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Vitamin Water Orange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berry Burst - 270 Cal,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0
Memphis Feast,0,0,6,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,8,0,0,19,0,0,0,0,0,0,3,0,0,0,8,2,4,0,1,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17,0,4,3,0,1,0,0,0,2,0,0,0,0,0,0,0,3
Caesar Salad,0,0,7,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,3,0,0,9,2,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,5,10,0,0,1,0,0,0,0,1,0,11,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,4,14,24,0,0,9,0,0,0,0,0,0,5,0,0,8,0,2,2,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,20,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,9,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,13,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Fire Dusted Calamari,0,0,2,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,3,9,23,0,0,9,0,0,1,0,0,0,1,0,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Side of Alabama White Sauce,0,0,4,0,6,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,9,2,0,0,8,0,0,0,0,2,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,9,19,0,0,7,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,11,11,0,0,0,0,0,16,0,5,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,0,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Polpettina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
Sliced Beef Brisket Meal,0,0,13,0,13,0,0,0,5,0,10,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,6,22,0,0,2,0,0,0,0,4,0,11,0,0,0,1,3,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,33,0,13,8,8,3,0,0,17,0,0,3,0,0,0,1,0,0,1,10,5,0,0,0,0,0,0,0,0,0,6,2,0,10,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,7,0,0,0,4,0,1,0,2,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,7,0,0,0,8,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
Dasani Water,1,0,0,3,0,5,0,0,0,4,0,0,1,0,4,0,3,7,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,1,0
Vitamin water Zero Sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Meal,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
